#<S-IO>			V	Intransitive relative	<S-IO>	გარდაუვალი რელატიური			
#<S-DO-IO>			V	Transitive relative	<S-DO-DO>	გარდამავალი რელატიური			
#Encl:Q				Question suffix -ა	ენკლ:ა	კითხვითი ენკლიტიკა -ა			
#RelDist			Pron Rel	Distant Relative	მიმარ₃	დეიქსისის მესამე საფეხურის მიმართებითი სახელი	რომელ-იგი		
MWE				Multi-Word Expression	მსგ		избан акәзар		
<MWE>				Second, third… word of a MWE	<მსგ>
PP:ла	Case=Ins
PP:зы	Case=Ben
PP:ахь	Case=Lat
PP:ҿы́	Case=Ine
PP:да	Case=Abe
PP:нӡа	Case=Ter
PP:ҟны	Case=Loc
PP:ан	Case=Ess
